avganncount,avgdeathsperyear,target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,binnedinc,medianage,medianagemale,medianagefemale,geography,percentmarried,pctnohs18_24,pcths18_24,pctsomecol18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctprivatecoveragealone,pctempprivcoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,pctmarriedhouseholds,birthrate
117.0,49,221.3,526.2,37453,19119,22.6,0.0,"(37413.8, 40362.7]",41.0,40.5,41.9,"Union County, Tennessee",55.8,11.1,49.3,,4.4,44.2,6.0,44.4,9.5,54.1,40.6,35.2,44.9,27.9,98.02052786,0.56032677,0.057603687,0.06807708400000001,54.80690222,3.464419476
36.0,14,174.1,468.4,34884,5677,20.6,0.0,"(34218.1, 37413.8]",45.8,45.1,47.4,"Van Buren County, Tennessee",51.8,10.4,52.5,,3.3,50.1,7.5,47.8,11.2,57.9,,36.0,41.1,24.1,97.05146533,0.553967119,0.750536097,0.0,56.03038936,4.545454545
215.0,102,209.6,453.3,36942,40435,19.0,0.0,"(34218.1, 37413.8]",39.7,38.7,40.4,"Warren County, Tennessee",50.2,16.8,47.8,,4.7,42.5,8.0,51.7,8.0,55.0,40.7,34.2,43.9,27.0,91.94302137,1.312007997,0.48731725600000003,2.4815694109999997,47.410765600000005,6.99356005
663.0,267,176.7,451.1,43212,126302,16.7,47.50518598,"(42724.4, 45201]",39.8,39.5,40.1,"Washington County, Tennessee",50.8,7.4,29.7,,12.1,30.7,18.0,55.5,6.2,68.0,52.8,46.2,33.9,17.0,92.13913515,3.945194986,1.363741551,0.430907219,47.87605912,4.0816988169999995
93.0,44,201.4,434.8,33573,16748,23.3,0.0,"[22640, 34218.1]",42.2,40.2,45.9,"Wayne County, Tennessee",49.9,17.5,51.1,29.5,1.8,43.6,5.6,40.2,12.2,54.7,,32.6,43.5,27.0,91.99266142,6.172693378,0.24856483399999998,0.38468367200000003,55.28741411,6.4086294420000005
182.0,87,205.4,443.1,36205,33960,21.5,0.0,"(34218.1, 37413.8]",36.9,35.1,39.4,"Weakley County, Tennessee",49.0,3.9,21.6,,5.1,39.8,13.6,50.5,11.2,69.2,51.7,44.1,35.0,17.8,88.39750109,9.103588552,0.145285486,0.6363504289999999,49.54671736,5.0057405280000005
158.0,72,203.7,459.9,35400,26521,21.9,0.0,"(34218.1, 37413.8]",42.5,40.9,43.7,"White County, Tennessee",53.9,12.8,52.4,,1.5,45.3,7.5,,10.5,58.8,42.9,37.7,42.2,23.8,95.80984306,1.7293920459999998,0.022855401,0.064756971,55.07142123,5.225066196
788.0,232,139.0,443.4,97936,211672,5.6,118.1072603,"(61494.5, 125635]",38.9,37.9,39.6,"Williamson County, Tennessee",66.0,16.2,30.4,,18.8,16.4,35.8,65.5,4.2,86.6,75.7,64.0,16.5,7.4,89.77218033,4.374899727,3.560685063,0.64074282,69.98906129,4.4744644419999995
573.0,219,179.2,463.3,60955,128911,10.1,23.27186974,"(54545.6, 61494.5]",40.1,39.1,40.9,"Wilson County, Tennessee",56.6,13.6,40.3,,7.1,32.1,19.9,61.5,6.5,74.0,61.1,51.9,26.8,14.5,88.27555229,6.762219772000001,1.3254930790000001,1.636653191,58.3677686,4.280356467
248.0,156,245.2,394.3,42471,57580,20.4,0.0,"(40362.7, 42724.4]",38.9,38.2,41.3,"Anderson County, Texas",44.5,24.2,51.2,,2.0,36.9,7.5,41.4,4.3,59.7,46.5,41.6,34.1,19.0,74.17594751,21.17758784,0.61296728,2.35344902,52.91270837,7.105682422
57.0,25,182.2,401.3,66878,18105,10.7,0.0,"(61494.5, 125635]",31.3,30.3,33.9,"Andrews County, Texas",58.1,21.2,46.7,28.8,3.4,33.6,8.8,64.8,3.9,63.3,53.5,48.6,23.4,14.6,92.33979136,1.9612518630000002,0.375558867,2.289120715,62.7100073,10.78180889
474.0,163,168.3,499.2,42128,88255,17.9,11.33080279,"(40362.7, 42724.4]",36.4,35.6,37.5,"Angelina County, Texas",50.0,14.5,33.8,,4.8,31.6,10.1,54.2,9.1,54.4,41.4,35.7,37.6,22.2,78.43711538,15.09550075,0.966403793,3.4371153760000004,51.11663342,5.728131815
165.0,76,194.6,433.4,44551,25350,17.5,0.0,"(42724.4, 45201]",49.0,48.3,50.1,"Aransas County, Texas",55.0,23.3,38.4,,3.7,30.9,12.5,46.7,6.8,54.3,37.2,28.5,42.4,22.9,88.6629343,1.6836818709999999,1.6630989630000002,2.136505846,55.79425738,8.072153326
33.0,16,138.8,289.2,58867,8715,9.4,0.0,"(54545.6, 61494.5]",44.1,43.1,45.0,"Archer County, Texas",62.0,19.0,38.8,,6.6,36.5,16.6,59.7,3.0,72.3,,49.2,28.2,12.5,94.08816494,1.036564529,0.46702357899999997,1.5263697459999999,65.25373134,3.5830618889999997
12.0,6,213.4,435.7,55177,1947,11.0,0.0,"(54545.6, 61494.5]",45.1,43.4,47.5,"Armstrong County, Texas",61.1,8.3,57.7,,10.7,24.3,16.1,59.6,1.1,75.7,,48.3,28.0,11.7,90.11837365,1.18373649,0.0,4.426145136000001,67.92717087,2.949061662
186.0,81,169.1,387.6,52785,48435,16.9,454.2169918000001,"(51046.4, 54545.6]",35.5,34.5,36.6,"Atascosa County, Texas",52.1,19.4,36.3,39.3,5.0,36.0,9.3,56.9,6.5,57.7,46.3,39.0,32.6,20.5,91.7194474,0.784272051,0.312433581,4.055260361,53.23829981,5.556068297
140.0,58,160.1,398.2,58792,29563,11.2,0.0,"(54545.6, 61494.5]",40.6,40.2,41.2,"Austin County, Texas",59.6,17.1,49.5,,4.7,30.3,14.4,59.6,6.2,67.3,52.2,45.6,28.4,14.2,84.75732189,8.838191511,0.0,3.4549608810000003,58.69722776,4.630829016
26.0,9,110.4,334.4,36821,7210,19.9,0.0,"(34218.1, 37413.8]",34.9,35.6,34.6,"Bailey County, Texas",57.9,48.9,43.9,7.1,0.0,32.4,4.6,62.6,4.3,45.2,34.7,31.7,34.5,21.6,84.90036486,2.0628683690000003,0.406960427,12.13864721,58.23578595,2.595628415
122.0,45,140.0,388.9,50107,21269,13.5,0.0,"(48021.6, 51046.4]",51.5,51.7,51.4,"Bandera County, Texas",57.5,21.8,48.5,,1.6,29.2,15.4,51.4,4.8,63.0,,32.8,37.3,15.3,93.48432391,1.41373341,0.21638776699999998,0.543373726,56.63289918,6.4194798010000005
326.0,140,181.8,415.6,52886,80527,14.7,0.0,"(51046.4, 54545.6]",38.7,38.3,39.2,"Bastrop County, Texas",52.8,25.3,36.2,,3.3,30.4,12.0,54.6,9.8,62.0,47.5,41.9,31.1,16.2,81.05213911,7.887144565,0.881114519,7.502469199999999,55.77512375,4.583083383
27.0,13,212.3,458.2,36027,3618,18.3,0.0,"(34218.1, 37413.8]",48.5,46.4,50.0,"Baylor County, Texas",56.5,34.1,42.9,,0.0,31.7,19.6,,1.4,64.2,44.2,31.0,32.9,13.3,93.10915105,1.901874311,0.0,1.323042999,48.63609983,6.0686015829999995
102.0,45,151.6,341.0,40680,32874,24.9,0.0,"(40362.7, 42724.4]",35.3,34.9,36.3,"Bee County, Texas",39.9,25.6,40.9,,0.5,33.1,6.3,39.3,7.0,52.1,39.5,35.3,35.8,23.1,82.20704859,8.720413975,0.232707676,6.797513702000001,47.26089934,8.618283322
1184.0,430,177.3,475.2,51048,334941,14.2,8.956801347,"(51046.4, 54545.6]",30.2,29.0,31.2,"Bell County, Texas",52.8,10.7,38.6,44.7,6.0,28.2,15.2,52.5,9.5,70.2,46.0,30.1,29.3,13.7,64.71609399,21.53256799,2.856695937,4.427970715,52.53632424,5.835105126
6298.0,2451,157.2,399.2,50699,1897753,18.3,286.6547965,"(48021.6, 51046.4]",33.1,31.8,34.5,"Bexar County, Texas",45.0,15.6,31.6,45.3,7.5,25.2,17.1,59.0,7.4,61.1,,39.8,30.8,18.3,77.71456838,7.479148201,2.6303997480000003,8.319848458,45.72944794,5.991129948999999
53.0,24,154.0,372.8,57177,11004,12.0,0.0,"(54545.6, 61494.5]",48.6,47.8,49.2,"Blanco County, Texas",61.9,13.1,22.6,48.8,15.5,30.7,19.7,52.4,6.4,64.8,46.2,37.0,32.7,12.7,92.84715098,0.606173645,0.484938916,2.471323324,60.61479347,3.865213082
107.0,55,190.7,393.2,44397,17891,15.0,0.0,"(42724.4, 45201]",46.0,45.3,46.7,"Bosque County, Texas",57.8,16.3,37.7,,4.0,34.7,11.5,49.5,7.9,59.9,,35.0,36.3,16.9,94.16838239,1.496856046,0.445161649,1.5413722109999999,57.03671953,3.008595989
455.0,200,184.8,427.6,41883,93389,20.1,0.0,"(40362.7, 42724.4]",37.7,36.0,39.6,"Bowie County, Texas",46.6,17.3,40.9,,3.2,36.0,11.9,49.0,8.5,59.7,,40.3,36.1,19.6,69.25339488,24.27030218,0.9843808709999999,2.2328377440000002,47.41046585,7.433542774
1217.0,464,169.3,429.3,73788,346312,9.9,2.88756959,"(61494.5, 125635]",35.5,35.0,35.8,"Brazoria County, Texas",54.5,14.9,32.4,,8.1,25.7,18.5,61.3,5.4,69.6,60.2,55.6,21.7,12.5,74.69863538,12.99718757,5.948917981,4.176450906,56.55408408,6.533051164
545.0,193,151.8,424.7,41641,215037,26.4,51.15398745,"(40362.7, 42724.4]",25.2,24.6,25.8,"Brazos County, Texas",37.4,5.3,12.5,70.3,12.0,20.4,20.8,58.7,6.4,72.6,62.3,50.7,19.8,11.2,73.92520132,10.75212768,5.7387551089999995,6.531853014,39.40534539,4.6908486069999995
45.0,19,160.4,387.7,40179,9145,13.8,0.0,"(37413.8, 40362.7]",42.1,42.1,42.1,"Brewster County, Texas",45.9,10.8,23.3,,16.7,21.4,22.8,58.4,4.9,65.0,49.5,42.7,29.8,13.0,93.22144017,1.331889551,0.0,2.111532214,40.9689441,1.812688822
35.0,16,173.3,408.0,27875,7230,32.4,0.0,"[22640, 34218.1]",31.7,26.5,38.7,"Brooks County, Texas",32.8,25.2,31.3,43.5,0.0,37.6,7.7,41.8,19.8,33.5,24.1,21.6,45.8,29.9,84.90513779,0.083090985,1.8695471540000002,11.95125329,41.77884615,6.831489915
210.0,97,188.4,427.7,41316,37896,17.5,0.0,"(40362.7, 42724.4]",41.0,39.5,42.0,"Brown County, Texas",52.5,17.3,31.1,44.3,7.2,37.9,13.1,50.0,4.3,60.3,45.1,40.6,36.9,19.3,91.55763487,4.305764808999999,0.47048872700000005,1.572701081,53.83226777,2.5472273
98.0,44,224.0,508.0,33134,13786,27.4,0.0,"[22640, 34218.1]",42.3,40.6,43.4,"Bienville Parish, Louisiana",43.4,20.3,39.6,35.1,5.0,42.7,7.1,46.4,10.1,53.6,,34.0,44.2,24.3,55.59848322,41.94748515,0.007154611,1.101810117,40.16167871,7.939133311
583.0,206,172.6,490.9,51138,125175,14.3,191.7315758,"(51046.4, 54545.6]",34.7,33.2,36.2,"Bossier Parish, Louisiana",49.0,18.7,33.2,,6.9,29.4,16.1,59.3,5.7,68.5,52.6,42.2,31.0,16.6,72.2267692,21.32525141,1.474842589,1.84193253,47.02387268,5.8231938539999994
1401.0,577,199.4,492.8,39812,251460,24.1,365.863358,"(37413.8, 40362.7]",36.6,34.8,38.4,"Caddo Parish, Louisiana",39.3,22.2,30.3,40.4,7.0,32.9,15.0,,7.0,56.7,43.1,37.4,39.0,24.0,47.84919644,47.93909132,1.204748334,0.9888436140000001,37.397312,5.272379222
1006.0,396,192.2,490.4,45979,198788,18.4,5.030484738,"(45201, 48021.6]",36.1,34.8,37.4,"Calcasieu Parish, Louisiana",47.3,15.4,35.2,,6.1,35.8,14.4,56.9,8.3,62.2,48.3,42.6,33.7,19.6,70.80255453,24.90262243,1.3150438770000001,0.515092885,46.04447395,6.064227035
57.0,25,200.1,467.6,36350,9993,23.3,0.0,"(34218.1, 37413.8]",39.9,36.8,43.5,"Caldwell Parish, Louisiana",46.4,26.3,37.5,,1.0,42.8,6.4,49.7,10.2,49.8,38.0,35.0,38.6,23.2,81.29129129,17.56756757,0.14014014,0.0,46.0656592,2.079107505
39.0,10,133.3,509.4,59300,6817,12.2,0.0,"(54545.6, 61494.5]",42.6,40.1,43.8,"Cameron Parish, Louisiana",64.9,34.0,33.8,,9.7,38.5,11.5,57.8,6.3,75.2,56.3,51.3,30.3,13.5,94.52728899,3.0867879510000003,0.32806442,1.908738443,65.56748466,7.70252324
63.0,28,224.9,504.4,34116,10147,23.3,0.0,"[22640, 34218.1]",38.5,35.6,42.5,"Catahoula Parish, Louisiana",48.2,35.1,42.5,22.4,0.0,42.2,9.9,45.7,8.3,50.5,36.4,33.2,37.6,20.1,66.30233239,32.45828047,0.039035815,0.087830585,50.90715048,2.469135802
102.0,38,177.8,473.5,35385,16295,28.2,0.0,"(34218.1, 37413.8]",42.2,39.8,45.8,"Claiborne Parish, Louisiana",37.0,38.2,41.4,20.0,0.4,40.7,8.6,39.8,13.5,49.4,34.2,30.0,47.1,27.2,46.52923854,50.16527436,0.030049883,0.270448945,39.73000684,8.809020437000001
116.0,52,216.1,480.4,31835,20142,30.9,0.0,"[22640, 34218.1]",38.3,35.5,41.2,"Concordia Parish, Louisiana",42.8,26.8,36.0,,5.6,41.3,8.0,44.4,11.7,49.3,36.9,32.8,34.3,18.7,57.88547117,41.22450976,0.14670644,0.195608587,41.18541033,2.773207991
161.0,64,197.8,503.8,40642,27052,23.5,258.7609049,"(40362.7, 42724.4]",39.8,39.1,40.6,"De Soto Parish, Louisiana",46.4,31.0,25.6,,6.3,41.2,8.5,49.6,9.3,57.0,,38.0,39.9,22.5,58.08640831,37.99740404,0.296680883,1.053217133,45.38266302,5.389797883
2082.0,759,178.8,487.1,46831,446753,18.4,346.94786600000003,"(45201, 48021.6]",33.2,31.7,34.7,"East Baton Rouge Parish, Louisiana",39.0,12.8,22.8,,11.8,26.7,21.6,60.9,7.6,65.9,55.2,47.8,30.3,19.0,48.64130068,45.53374261,3.206278531,0.851154737,38.79198202,4.474235159
41.0,20,250.7,512.7,25402,7307,43.0,0.0,"[22640, 34218.1]",33.3,32.1,36.8,"East Carroll Parish, Louisiana",28.1,39.7,47.0,,0.7,38.5,6.6,32.0,19.2,36.3,26.1,22.5,51.1,36.3,28.74283429,69.71070524,0.15997867,0.15997867,28.8648245,4.305555556
135.0,48,212.2,570.8,41651,19696,20.4,0.0,"(40362.7, 42724.4]",41.8,40.9,43.5,"East Feliciana Parish, Louisiana",42.5,32.8,28.8,35.5,2.9,43.5,8.9,43.6,6.5,60.3,45.8,40.7,39.0,23.5,53.744648700000006,44.91060186,0.090657265,0.161168471,46.95113161,4.203655352
169.0,77,211.4,459.2,32615,33743,24.1,0.0,"[22640, 34218.1]",35.8,34.6,37.5,"Evangeline Parish, Louisiana",43.7,33.7,36.0,28.0,2.3,34.6,9.3,42.4,10.4,49.0,35.5,30.9,47.8,31.2,68.48199479,27.86069652,0.068111822,1.652452026,45.14806759,8.601712189
124.0,37,140.5,479.6,32318,20410,29.0,0.0,"[22640, 34218.1]",37.9,35.8,40.6,"Franklin Parish, Louisiana",42.8,29.2,32.4,,3.8,40.3,6.4,44.7,11.5,46.4,33.7,27.7,43.0,26.2,66.24817518,32.72019465,0.063260341,0.0,42.81697684,5.698070375
111.0,49,222.7,482.7,40668,22343,22.8,0.0,"(40362.7, 42724.4]",37.6,37.0,39.0,"Grant Parish, Louisiana",46.2,15.8,51.4,,2.6,42.3,6.0,39.3,9.2,56.5,41.3,37.5,42.2,24.4,80.00626062,14.39048386,0.08496556699999999,1.565155174,50.20147284,3.728510828
394.0,155,205.9,515.4,45226,74103,19.4,0.0,"(45201, 48021.6]",35.8,34.7,37.1,"Iberia Parish, Louisiana",46.0,23.5,41.4,,3.3,42.1,9.0,55.5,10.6,58.0,44.2,38.6,37.5,23.0,62.28867429,31.42633017,2.687386729,0.742513998,46.37692162,6.645642202
211.0,80,225.1,586.2,47377,33095,19.9,0.0,"(45201, 48021.6]",38.4,36.3,40.1,"Iberville Parish, Louisiana",39.7,25.2,34.0,,4.7,38.3,8.9,48.6,7.9,62.8,48.2,42.1,35.9,21.3,49.54106353,48.14770231,0.06018839,0.29492310899999996,41.8193191,4.869631902
105.0,47,217.7,518.6,37130,15858,24.6,0.0,"(34218.1, 37413.8]",39.6,37.8,42.2,"Jackson Parish, Louisiana",46.1,30.0,43.3,,3.6,41.9,8.4,43.0,6.9,55.6,39.1,33.6,45.6,26.1,67.96200881,30.16947048,0.17381587899999998,1.098764666,46.82013912,4.002444241
2350.0,941,188.6,473.9,47024,436275,15.8,430.92086409999996,"(45201, 48021.6]",38.7,37.2,40.2,"Jefferson Parish, Louisiana",43.1,17.6,31.8,,8.7,31.1,16.5,60.1,6.7,58.6,47.3,40.8,34.3,22.1,63.85637979999999,26.48635231,4.160269552,3.0434942489999997,41.56296102,5.1657145060000005
179.0,78,208.0,499.6,37968,31439,21.7,0.0,"(37413.8, 40362.7]",38.4,35.7,40.0,"Jefferson Davis Parish, Louisiana",46.6,28.0,36.5,31.5,4.0,41.1,9.7,52.3,9.2,57.5,42.3,36.0,42.2,25.3,79.74804352,17.14703824,0.33403321199999997,0.34039575,45.89769997,7.155147691
1015.0,377,182.9,487.3,51340,240098,15.1,79.13435347,"(51046.4, 54545.6]",34.0,33.0,35.0,"Lafayette Parish, Louisiana",44.6,15.2,24.7,,8.5,28.7,20.8,63.9,6.3,67.8,57.1,47.9,26.3,15.6,69.85518375,25.68428591,1.561185621,0.634568679,43.47659981,5.986172971
478.0,203,198.7,467.5,47382,98325,17.6,20.34070684,"(45201, 48021.6]",36.6,35.6,37.6,"Lafourche Parish, Louisiana",49.4,17.8,37.7,38.5,6.0,39.1,10.2,56.8,7.0,63.4,50.4,44.6,33.4,19.4,79.5422369,13.35227856,0.81355028,1.5973490369999999,51.08732299,4.817078346000001
81.0,37,209.6,464.8,44139,14974,18.0,0.0,"(42724.4, 45201]",38.6,37.4,42.1,"LaSalle Parish, Louisiana",52.3,30.8,51.2,,1.5,43.6,8.6,45.5,6.3,61.3,,42.4,32.7,18.1,86.87160212,11.21551782,0.053694879,0.154372777,53.6840209,5.144490314
188.0,90,205.7,436.3,32889,47774,29.7,0.0,"[22640, 34218.1]",27.4,26.2,28.6,"Lincoln Parish, Louisiana",35.0,12.4,14.7,57.8,15.1,27.7,20.8,53.3,11.9,63.4,51.5,45.7,30.3,17.9,54.36228854,40.89843503,1.790956514,1.055988511,37.25318889,4.279213153
594.0,215,186.5,494.6,58818,137788,12.3,0.0,"(54545.6, 61494.5]",35.3,34.6,36.2,"Livingston Parish, Louisiana",52.2,21.6,36.1,,6.4,40.2,14.3,60.4,7.0,64.3,54.0,49.1,28.9,18.8,90.99284056,6.147115693,0.407617825,0.913034065,54.24088389,5.711293942
47.0,22,181.9,379.0,26732,11514,41.4,0.0,"[22640, 34218.1]",34.6,32.9,36.5,"Madison Parish, Louisiana",34.6,32.4,40.2,,0.4,39.6,7.8,42.7,16.9,36.8,,23.5,39.8,24.0,36.18293607,61.97254274,0.07580224,0.6990651059999999,34.2364532,4.4633368760000005
155.0,63,186.4,457.3,30636,26395,29.4,37.88596325,"[22640, 34218.1]",39.3,37.2,41.1,"Morehouse Parish, Louisiana",42.9,30.7,38.5,,1.8,43.5,9.3,47.0,8.0,46.9,34.7,30.4,45.3,30.3,50.40722642,47.29009329,0.255442026,0.636754035,42.03120513,4.979184013
189.0,78,181.5,447.2,34522,39179,31.1,0.0,"(34218.1, 37413.8]",33.8,32.2,34.7,"Natchitoches Parish, Louisiana",40.6,16.7,25.0,,6.4,33.7,11.5,46.7,12.2,53.1,40.3,33.5,40.9,26.1,54.74701246,40.480549200000006,0.561912026,0.940757691,40.46070836,3.688606085
1619.0,680,193.6,466.0,35468,389617,27.9,523.5911164,"(34218.1, 37413.8]",35.4,34.7,36.1,"Orleans Parish, Louisiana",30.0,15.9,26.3,,12.6,23.2,20.0,,10.3,53.9,44.2,35.7,37.6,25.8,34.29306308,59.53898996,3.022790374,1.382923942,26.74611467,5.131693567
760.0,318,199.7,480.9,40877,156761,23.6,140.34102869999998,"(40362.7, 42724.4]",34.7,33.5,35.9,"Ouachita Parish, Louisiana",41.9,17.0,29.6,48.0,5.4,32.9,15.9,53.8,8.0,55.1,43.6,38.7,35.6,22.5,60.10631127,37.27314164,0.8987667640000001,0.479556266,41.69526781,6.070254725
106.0,41,180.7,458.7,51304,23495,16.0,0.0,"(51046.4, 54545.6]",36.5,36.6,36.4,"Plaquemines Parish, Louisiana",52.2,20.6,28.2,,3.1,39.3,10.2,54.2,4.7,67.4,55.5,39.7,29.0,18.4,69.24869698,20.93309039,3.288274927,2.18229586,51.06802879,6.5498318289999995
146.0,54,188.2,507.4,44469,22251,18.3,44.94180037,"(42724.4, 45201]",42.6,42.0,43.4,"Pointe Coupee Parish, Louisiana",45.3,34.2,22.9,,1.9,41.7,9.7,51.4,8.3,59.2,45.2,40.1,37.7,21.7,62.05440484,35.90096898,0.320028447,0.68006045,45.65665826,4.275724276
707.0,279,189.0,484.9,40406,132141,19.8,75.67673924,"(40362.7, 42724.4]",37.4,35.3,39.1,"Rapides Parish, Louisiana",44.2,20.7,35.6,,4.6,37.0,11.6,51.1,8.6,57.1,41.7,36.4,40.6,22.6,64.04462091,32.02041974,1.522404991,0.22234827,44.89449176,4.202589635
46.0,18,172.2,431.7,33322,8593,25.3,0.0,"[22640, 34218.1]",39.8,36.8,41.6,"Red River Parish, Louisiana",44.2,19.0,37.4,,3.1,44.3,8.7,47.0,9.2,51.4,41.0,35.2,41.3,26.0,58.68974881,38.99072188,0.07920344,0.418646753,41.70064065,10.40892193
110.0,46,191.3,456.4,36666,20523,24.9,0.0,"(34218.1, 37413.8]",38.0,35.7,40.4,"Richland Parish, Louisiana",49.5,25.8,35.0,,4.8,41.0,9.4,49.7,9.6,46.5,33.9,30.5,35.4,20.9,62.46330077,36.12648602,0.173268518,0.47167541,49.86218664,3.43803056
157.0,64,202.5,500.4,39561,24186,21.2,82.69246672,"(37413.8, 40362.7]",41.5,41.1,42.0,"Sabine Parish, Louisiana",51.8,21.8,47.6,,3.8,42.0,9.2,46.2,10.6,57.2,,34.2,39.8,20.3,70.46766744,16.74777301,0.408281095,0.45364566100000003,50.00545197,6.366608962999999
168.0,75,233.1,516.9,45615,45408,17.9,0.0,"(45201, 48021.6]",33.0,32.7,33.3,"St. Bernard Parish, Louisiana",43.0,18.6,33.7,40.6,7.1,40.9,9.9,,12.2,61.6,,43.3,32.6,20.0,72.21288908,21.55256895,2.2679546409999998,1.094311447,44.73014782,5.677721702
238.0,92,190.3,470.8,60751,52812,12.1,37.87018102,"(54545.6, 61494.5]",37.2,36.0,37.9,"St. Charles Parish, Louisiana",48.7,21.7,31.7,,6.1,36.7,14.9,60.9,7.7,66.5,56.1,50.7,28.2,18.6,70.57884838,26.34358555,1.105644104,0.6782043729999999,50.8948485,6.11124004
61.0,28,212.5,461.5,35004,10567,24.0,0.0,"(34218.1, 37413.8]",39.2,37.1,41.2,"St. Helena Parish, Louisiana",42.3,26.3,27.5,,5.0,45.7,5.6,42.0,14.4,44.6,31.2,28.5,47.8,26.8,44.56461453,52.68071732,0.0,0.009243853,42.29000242,3.0879864639999997
120.0,48,201.2,497.4,47477,21567,16.1,0.0,"(45201, 48021.6]",38.8,36.7,40.2,"St. James Parish, Louisiana",46.7,26.1,27.7,,4.3,44.8,10.0,53.0,11.0,64.7,52.1,47.8,32.3,19.0,48.66974596,50.31408776,0.055427252,0.23556582,47.51381215,4.363776791
209.0,87,200.6,460.8,47225,43626,20.8,0.0,"(45201, 48021.6]",36.0,35.2,36.8,"St. John the Baptist Parish, Louisiana",44.7,21.2,31.0,,5.6,37.5,11.5,57.4,9.2,59.0,48.3,44.4,36.1,24.5,42.05747152,54.34433097,0.47553271,0.985032042,47.21497522,4.727439304
497.0,202,217.8,530.4,32683,83848,30.1,0.0,"[22640, 34218.1]",36.6,35.2,37.8,"St. Landry Parish, Louisiana",43.1,26.8,50.8,20.0,2.4,44.5,9.0,49.2,6.1,56.3,45.3,41.4,37.8,24.7,56.36324495,40.86924282,0.39228349700000004,0.480786481,42.65554216,6.9715104089999995
272.0,106,198.1,499.7,46713,53835,18.0,0.0,"(45201, 48021.6]",36.7,35.5,37.7,"St. Martin Parish, Louisiana",49.5,19.8,37.3,,0.6,42.1,9.4,57.9,7.2,60.9,,40.7,36.3,21.3,65.83781952,29.74249896,1.033392313,0.7397507809999999,50.31750197,6.463878327000001
282.0,118,200.6,474.0,42075,52810,21.8,0.0,"(40362.7, 42724.4]",37.7,37.1,38.2,"St. Mary Parish, Louisiana",43.0,24.1,40.4,,2.9,43.4,7.9,50.7,12.2,51.3,38.3,33.5,40.5,25.3,59.90531614,31.129657,1.626092326,2.019049045,41.74704724,6.284065406
1273.0,458,177.7,494.5,63441,250088,11.2,115.9591824,"(61494.5, 125635]",39.8,38.7,41.0,"St. Tammany Parish, Louisiana",54.3,23.9,30.4,,7.3,27.0,20.3,58.5,7.6,67.8,,45.6,30.6,18.1,83.73394798,11.74761278,1.553753704,0.73674679,55.78754661,5.430602081
599.0,250,207.1,489.9,39927,128755,22.5,62.13350938,"(37413.8, 40362.7]",412.8,33.0,35.6,"Tangipahoa Parish, Louisiana",44.4,14.7,25.3,,5.3,35.6,13.4,54.9,10.7,55.4,41.4,36.4,38.7,23.6,67.09114961,29.71566549,0.765822482,0.362590249,45.4565442,3.432793045
27.0,10,142.5,389.0,27522,4740,32.0,0.0,"[22640, 34218.1]",43.0,40.7,47.3,"Tensas Parish, Louisiana",33.8,40.4,30.7,,0.0,45.6,7.1,42.5,15.6,38.7,24.6,22.2,42.6,23.1,42.75495606,56.46842428,0.0,0.572246066,31.95822454,2.9258098219999997
549.0,234,213.2,493.1,49044,113972,20.9,96.51493349,"(48021.6, 51046.4]",35.2,34.4,36.0,"Terrebonne Parish, Louisiana",47.7,24.4,42.9,,4.5,40.0,9.8,55.6,5.5,59.8,47.8,42.6,32.8,20.1,71.23077469,18.53435277,0.9135903209999999,0.7778822440000001,47.74235394,5.230870955
134.0,65,220.2,463.9,38998,22477,22.0,0.0,"(37413.8, 40362.7]",41.7,40.3,43.4,"Union Parish, Louisiana",50.1,25.2,42.7,,4.0,44.9,8.2,45.0,7.7,56.1,40.6,36.4,42.4,24.5,71.29543336,25.89535348,0.18639329,1.189366707,50.46377833,4.316239316
328.0,113,180.3,529.1,45331,59875,18.3,0.0,"(45201, 48021.6]",36.7,35.6,37.7,"Vermilion Parish, Louisiana",48.5,25.0,42.1,,5.6,41.0,9.6,,8.5,60.1,46.4,40.6,36.7,21.8,81.09964473,14.13973947,2.087633226,0.306208763,48.38043678,5.605176172999999
207.0,85,204.5,478.1,46682,50803,13.9,0.0,"(45201, 48021.6]",30.0,28.8,31.4,"Vernon Parish, Louisiana",55.0,11.5,47.2,,5.7,35.8,13.6,44.8,7.5,69.3,49.3,24.8,31.8,15.8,76.97804711,14.26747466,1.716975379,1.301547374,55.90180473,7.229203117999999
296.0,125,224.8,536.6,29749,46371,29.1,0.0,"[22640, 34218.1]",39.2,37.4,41.2,"Washington Parish, Louisiana",46.8,23.9,43.1,,2.7,40.5,8.3,41.9,15.0,47.4,33.5,28.6,47.7,29.0,67.52513103,30.13145459,0.206203282,0.18472377399999998,45.29652352,6.368497812
256.0,110,205.0,485.3,36003,40021,22.2,0.0,"(34218.1, 37413.8]",40.9,38.5,43.1,"Webster Parish, Louisiana",44.0,22.8,40.2,,2.1,40.5,11.0,47.6,7.6,52.8,37.3,32.4,42.4,25.1,63.5620553,34.32552872,0.337297191,0.182189724,42.25182366,6.027155315
